Name,Link
Aleksandrovsky Park hotel Ekaterinburg 3*,https://tury.ru/hotel/id/272410-russia-ekaterinburg-municipalnoe-obrazovanie-aleksandrovsky-park-hotel-ekaterinburg-3
Pastel hotel 3*,https://tury.ru/hotel/id/272412-russia-yekaterinburg-pastel-3
4 Sezona hotel Ekaterinburg 3*,https://tury.ru/hotel/id/272414-russia-ekaterinburg-municipalnoe-obrazovanie-chetyre-sezona-hotel-ekaterinburg-3
Marins Park Hotel 3*,https://tury.ru/hotel/id/272427-russia-yekaterinburg-marins-park-otel-ekaterinburg-3
Parus hotel Ekaterinburg 3*,https://tury.ru/hotel/id/272429-russia-yekaterinburg-parus-3
Kristall hotel Ekaterinburg,https://tury.ru/hotel/id/272440-russia-yekaterinburg-kristall-hotel-ekaterinburg
Verona hotel Yekaterinburg,https://tury.ru/hotel/id/272446-russia-yekaterinburg-verona-hotel-yekaterinburg
Proteks-hotel 3*,https://tury.ru/hotel/id/599714-russia-yekaterinburg-proteks-hotel-3
Bolshoy Ural hotel 2*,https://tury.ru/hotel/id/688008-russia-yekaterinburg-bolshoy-ural-hotel-2
A Elita hotel Yekaterinburg 2*,https://tury.ru/hotel/id/725844-russia-yekaterinburg-a-elita-hotel-2
Allis hall on Malysheva hostel 3*,https://tury.ru/hotel/id/725846-russia-yekaterinburg-allis-hall-on-malysheva-hostel
Visit hotel Ekaterinburg,https://tury.ru/hotel/id/725855-russia-yekaterinburg-visit-hotel-ekaterinburg
Panorama hotel 4*,https://tury.ru/hotel/id/725875-russia-yekaterinburg-panorama-4
Pale Royal hotel 4*,https://tury.ru/hotel/id/762728-russia-yekaterinburg-pale-royal-hotel
Ramada Ekaterinburg Hotel & Spa 5*,https://tury.ru/hotel/id/796026-russia-yekaterinburg-ramada-ekaterinburg-hotel-spa-5
Vysotsky Hotel 4*,https://tury.ru/hotel/id/796027-russia-yekaterinburg-vysotsky-hotel-4
DoubleTree by Hilton Ekaterinburg City Centre 4*,https://tury.ru/hotel/id/796030-russia-yekaterinburg-doubletree-by-hilton-ekaterinburg-city-centre-4
Grand Hall Hotel 4*,https://tury.ru/hotel/id/796031-russia-yekaterinburg-grand-hall-hotel-4
Novotel Ekaterinburg Center 3*,https://tury.ru/hotel/id/796033-russia-yekaterinburg-novotel-ekaterinburg-center-3
Renomme Hotel 3*,https://tury.ru/hotel/id/796038-russia-yekaterinburg-hotel-renomme-3
Soldi 3*,https://tury.ru/hotel/id/796040-russia-yekaterinburg-soldi-3
Ural Hotel 4*,https://tury.ru/hotel/id/796041-russia-yekaterinburg-ural-hotel-4
Vizit Hotel 4*,https://tury.ru/hotel/id/796042-russia-yekaterinburg-vizit-hotel-4
Voznesensky Hotel 5*,https://tury.ru/hotel/id/796043-russia-yekaterinburg-voznesensky-hotel-5
August Hotel 4*,https://tury.ru/hotel/id/796047-russia-yekaterinburg-august-hotel-4
,https://tury.ru/hotel/id/796048-russia-yekaterinburg-boutique-hotel-pastel-4
Alexandria on Uchitiley Street 3*,https://tury.ru/hotel/id/796092-russia-yekaterinburg-alexandria-on-uchitiley-street-3
Alexandria on Uralskaya Street hotel 3*,https://tury.ru/hotel/id/796093-russia-yekaterinburg-alexandria-on-uralskaya-street-3
Allis Hotel 4*,https://tury.ru/hotel/id/796095-russia-yekaterinburg-allishotel-4
Amigo Hotel 3*,https://tury.ru/hotel/id/796099-russia-yekaterinburg-amigo-hotel-3
Apartment Chelyuskintsev 29,https://tury.ru/hotel/id/796127-russia-yekaterinburg-apartment-chelyuskintsev-29-3
Apartment HomeHotel na Belinskogo,https://tury.ru/hotel/id/796134-russia-yekaterinburg-apartment-homehotel-na-belinskogo-3
Apartment HomeHotel na Soyuznoy 2,https://tury.ru/hotel/id/796135-russia-yekaterinburg-apartment-homehotel-na-soyuznoy-2-4
Apartment Robinzon,https://tury.ru/hotel/id/796235-russia-yekaterinburg-apartment-robinzon-3
Apartments HomeHotel na Shorsa,https://tury.ru/hotel/id/796280-russia-yekaterinburg-apartments-homehotel-na-shorsa-3
Apartments Room96 On Shchorsa 94,https://tury.ru/hotel/id/796327-russia-yekaterinburg-apartments-room96-on-shchorsa-94-3
Apartments On 8 Marta,https://tury.ru/hotel/id/796339-russia-yekaterinburg-apatrtments-on-8-marta-3
Art Hostel Green Grove 3*,https://tury.ru/hotel/id/796341-russia-yekaterinburg-art-hostel-green-grove-3
Art Hostel on Lenina Street 3*,https://tury.ru/hotel/id/796342-russia-yekaterinburg-art-hostel-on-lenina-street-3
Atlas Hotel 4*,https://tury.ru/hotel/id/796343-russia-yekaterinburg-hotel-atlas-4
Atomstroykomplex Hotel 3*,https://tury.ru/hotel/id/796344-russia-yekaterinburg-hotel-atomstroykomplex-3
Aurora Hostel at 8 Marta 3*,https://tury.ru/hotel/id/796345-russia-yekaterinburg-aurora-hostel-at-8-marta-3
Aurora Hostels on Lenina 3*,https://tury.ru/hotel/id/796346-russia-yekaterinburg-aurora-hostels-on-lenina-3
Aurora Hostels Railway station 3*,https://tury.ru/hotel/id/796347-russia-yekaterinburg-aurora-hostels-railway-station-3
Aurora Mini-Hotel at Vaynera 4*,https://tury.ru/hotel/id/796348-russia-yekaterinburg-aurora-mini-hotel-at-vaynera-4
B&B Hostel na 8 Marta 7 4*,https://tury.ru/hotel/id/796349-russia-yekaterinburg-b-b-hostel-na-8-marta-7-4
B&B Hostel na Pushkina 2a 3*,https://tury.ru/hotel/id/796350-russia-yekaterinburg-b-b-hostel-na-pushkina-2a-3
B&B Hostel on Lenina 36 3*,https://tury.ru/hotel/id/796351-russia-yekaterinburg-b-b-hostel-on-lenina-36-3
Bolshie Podushki hostel 3*,https://tury.ru/hotel/id/796355-russia-yekaterinburg-bolshie-podushki-3
Vokrug Sveta Boutiqe Hostel 3*,https://tury.ru/hotel/id/796356-russia-yekaterinburg-boutiqe-hostel-vokrug-sveta-3
Centre Hotel 3*,https://tury.ru/hotel/id/796359-russia-yekaterinburg-hotel-centre-3
Comfort Mini Hotel 5*,https://tury.ru/hotel/id/796361-russia-yekaterinburg-comfort-mini-hotel-5
DoBeDo Hostel 3*,https://tury.ru/hotel/id/796364-russia-yekaterinburg-dobedo-hostel-3
Dostoyevsky Hostel 3*,https://tury.ru/hotel/id/796366-russia-yekaterinburg-dostoyevsky-hostel-3
Etaji Hostel 3*,https://tury.ru/hotel/id/796369-russia-yekaterinburg-etaji-hostel-3
Europa Hotel 3*,https://tury.ru/hotel/id/796371-russia-yekaterinburg-hotel-europa-3
Family Hostel 3*,https://tury.ru/hotel/id/796382-russia-yekaterinburg-family-hostel-3
Aleksandrovskiy Guest House 3*,https://tury.ru/hotel/id/796387-russia-yekaterinburg-guest-house-aleksandrovskiy-3
Champion Hostel 3*,https://tury.ru/hotel/id/796390-russia-yekaterinburg-hostel-champion-3
8 Woman Hostel 3*,https://tury.ru/hotel/id/796391-russia-yekaterinburg-hostel-8-woman-3
в„–9 Hostel,https://tury.ru/hotel/id/796392-russia-yekaterinburg-hostel-9-5
Atasikun Hostel 3*,https://tury.ru/hotel/id/796393-russia-yekaterinburg-hostel-atasikun-3
Boat Hostel 3*,https://tury.ru/hotel/id/796395-russia-yekaterinburg-hostel-boat-3
Ekaterinburg Hostel,https://tury.ru/hotel/id/796397-russia-yekaterinburg-hostel-ekaterinburg-3
For Friends Hostel 3*,https://tury.ru/hotel/id/796398-russia-yekaterinburg-hostel-for-friends-3
Fort Hostel 3*,https://tury.ru/hotel/id/796399-russia-yekaterinburg-hostel-fort-3
Krasnyi Divan Hostel 3*,https://tury.ru/hotel/id/796400-russia-yekaterinburg-hostel-krasnyi-divan-3
Odissey Centre Hostel 3*,https://tury.ru/hotel/id/796401-russia-yekaterinburg-hostel-odissey-centre-3
on Vokzalnaya Hostel 3*,https://tury.ru/hotel/id/796402-russia-yekaterinburg-hostel-on-vokzalnaya-3
Puzzle Hostel 3*,https://tury.ru/hotel/id/796403-russia-yekaterinburg-hostel-puzzle-3
Snail Hostel 3*,https://tury.ru/hotel/id/796404-russia-yekaterinburg-hostel-snail-3
Sputnik Hostel 3*,https://tury.ru/hotel/id/796405-russia-yekaterinburg-hostel-sputnik-3
Standart Hostel 3*,https://tury.ru/hotel/id/796406-russia-yekaterinburg-hostel-standart-3
Tsiolkovskiy Hostel 3*,https://tury.ru/hotel/id/796407-russia-yekaterinburg-hostel-tsiolkovskiy-3
Inn Caesar 5*,https://tury.ru/hotel/id/796409-russia-yekaterinburg-inn-caesar-5
Inn Chaykovskogo 3*,https://tury.ru/hotel/id/796410-russia-yekaterinburg-inn-chaykovskogo-3
JazzzHostel - Female and Families only 3*,https://tury.ru/hotel/id/796412-russia-yekaterinburg-jazzzhostel---female-and-families-only-3
Khimmash Hostel 3*,https://tury.ru/hotel/id/796413-russia-yekaterinburg-khimmash-hostel-3
Kovcheg de lux 4*,https://tury.ru/hotel/id/796414-russia-yekaterinburg-kovcheg-de-lux-4
Krona 3*,https://tury.ru/hotel/id/796415-russia-yekaterinburg-krona-3
Kvartira on Malysheva 4B 4*,https://tury.ru/hotel/id/796416-russia-yekaterinburg-kvartira-on-malysheva-4b-4
Kvartira Yekaterinburg 3*,https://tury.ru/hotel/id/796417-russia-yekaterinburg-kvartira-yekaterinburg-3
Leto Hotel 3*,https://tury.ru/hotel/id/796419-russia-yekaterinburg-hotel-leto-3
Lhouse Hotel 3*,https://tury.ru/hotel/id/796420-russia-yekaterinburg-lhouse-hotel-3
Light Hotel 3*,https://tury.ru/hotel/id/796421-russia-yekaterinburg-light-hotel-3
Light Hotel on Bebelya Street 4*,https://tury.ru/hotel/id/796422-russia-yekaterinburg-light-hotel-on-bebelya-street-4
Light Hotel on Klyuchevskaya 3*,https://tury.ru/hotel/id/796423-russia-yekaterinburg-light-hotel-on-klyuchevskaya-3
Like Hostel Na Grazhdanskoy 3*,https://tury.ru/hotel/id/796424-russia-yekaterinburg-like-hostel-na-grazhdanskoy-3
Like Hostel na Vainera 3*,https://tury.ru/hotel/id/796425-russia-yekaterinburg-like-hostel-na-vainera-3
Loft Inn 5*,https://tury.ru/hotel/id/796426-russia-yekaterinburg-loft-inn-5
Apart - Maksim - ZHK Bazhovsky Apartments,https://tury.ru/hotel/id/796428-russia-yekaterinburg-maksim---zhk-bazhovsky-apartments-3
Apart - Maksim Apartments,https://tury.ru/hotel/id/796429-russia-yekaterinburg-maksim-apartments-3
Maliy Hotel Petal Lotus 3*,https://tury.ru/hotel/id/796430-russia-yekaterinburg-maliy-hotel-petal-lotus-3
Marin Dom Na Sheynkmana 45 3*,https://tury.ru/hotel/id/796431-russia-yekaterinburg-marin-dom-na-sheynkmana-45-3
Mini Gostinitsa na Chaykovskogo 3*,https://tury.ru/hotel/id/796432-russia-yekaterinburg-mini-gostinitsa-na-chaykovskogo-3
Mini Hostel 3*,https://tury.ru/hotel/id/796433-russia-yekaterinburg-mini-hostel-3
Mini Hotel De Gennin 4*,https://tury.ru/hotel/id/796434-russia-yekaterinburg-mini-hotel-de-gennin-4
Mini Hotel Domovoi 3*,https://tury.ru/hotel/id/796435-russia-yekaterinburg-mini-hotel-domovoi-3
Mini Hotel on Tatisheva 5*,https://tury.ru/hotel/id/796436-russia-yekaterinburg-mini-hotel-on-tatisheva-5
Mini Hotel Three Rooms 2*,https://tury.ru/hotel/id/796437-russia-yekaterinburg-mini-hotel-three-rooms-2
Aleksa Mini hotel 3*,https://tury.ru/hotel/id/796438-russia-yekaterinburg-mini-hotel-aleksa-3
on Popova 33A Mini-hotel 4*,https://tury.ru/hotel/id/796439-russia-yekaterinburg-mini-hotel-on-popova-33a-4
Mirotel 3*,https://tury.ru/hotel/id/796442-russia-yekaterinburg-mirotel-3
Moskovsky Hotel 3*,https://tury.ru/hotel/id/796443-russia-yekaterinburg-moskovsky-hotel-3
Moy Dom Hostel 3*,https://tury.ru/hotel/id/796444-russia-yekaterinburg-moy-dom-hostel-3
Mrs Hudson Hostel 3*,https://tury.ru/hotel/id/796445-russia-yekaterinburg-mrs-hudson-hostel-3
Myagkiy Hostel Ekaterinburg 3*,https://tury.ru/hotel/id/796446-russia-yekaterinburg-myagkiy-hostel-ekaterinburg-3
na Trakte Hotel 3*,https://tury.ru/hotel/id/796447-russia-yekaterinburg-hotel-na-trakte-3
Nashe Mesto Club House 3*,https://tury.ru/hotel/id/796448-russia-yekaterinburg-nashe-mesto-club-house-3
Nice Days Hostel 3*,https://tury.ru/hotel/id/796449-russia-yekaterinburg-nice-days-hostel-3
Obshchezhitiye na Vaynera 3*,https://tury.ru/hotel/id/796450-russia-yekaterinburg-obshchezhitiye-na-vaynera-3
Prime Inn 3*,https://tury.ru/hotel/id/796460-russia-yekaterinburg-prime-inn-3
Protex-Otel 3*,https://tury.ru/hotel/id/796461-russia-yekaterinburg-protex-otel-3
Puzzle 3*,https://tury.ru/hotel/id/796462-russia-yekaterinburg-puzzle-3
Radishev Hostel 3*,https://tury.ru/hotel/id/796463-russia-yekaterinburg-radishev-hostel-3
Radishteva London 3*,https://tury.ru/hotel/id/796464-russia-yekaterinburg-radishteva-london-3
Radogost Hostel 3*,https://tury.ru/hotel/id/796465-russia-yekaterinburg-radogost-hostel-3
Red Star Hostel 3*,https://tury.ru/hotel/id/796466-russia-yekaterinburg-red-star-hostel-3
Respect-Hall Hotel 4*,https://tury.ru/hotel/id/796467-russia-yekaterinburg-respect-hall-hotel-4
Sky Hostel 4*,https://tury.ru/hotel/id/796473-russia-yekaterinburg-sky-hostel-4
Sophie Hostels 2*,https://tury.ru/hotel/id/796474-russia-yekaterinburg-sophie-hostels-2
Sunrise Inn 3*,https://tury.ru/hotel/id/796476-russia-yekaterinburg-sunrise-inn-3
Top Hostel 3*,https://tury.ru/hotel/id/796478-russia-yekaterinburg-top-hostel-3
U Megi Guest House 4*,https://tury.ru/hotel/id/796479-russia-yekaterinburg-u-megi-guest-house-4
Usadba Orehovo Hotel 4*,https://tury.ru/hotel/id/796481-russia-yekaterinburg-hotel-usadba-orehovo-4
Uspensky Dvor Hotel 3*,https://tury.ru/hotel/id/796482-russia-yekaterinburg-hotel-uspensky-dvor-3
Ussuri-Hostel 3*,https://tury.ru/hotel/id/796483-russia-yekaterinburg-ussuri-hostel-3
Va Bene Boutique Hostel 3*,https://tury.ru/hotel/id/796490-russia-yekaterinburg-va-bene-boutique-hostel-3
Vremena Goda 3*,https://tury.ru/hotel/id/796492-russia-yekaterinburg-vremena-goda-3
Yin Yang Mini Hotel in Moskva Complex 3*,https://tury.ru/hotel/id/796494-russia-yekaterinburg-yin-yang-mini-hotel-in-moskva-complex-3
Yin Yang Mini Hotel on 8 Marta 3*,https://tury.ru/hotel/id/796495-russia-yekaterinburg-yin-yang-mini-hotel-on-8-marta-3
Ying Yang Mini Hotel na Shchorsa 3*,https://tury.ru/hotel/id/796496-russia-yekaterinburg-ying-yang-mini-hotel-na-shchorsa-3
Yo! Hostel at 8 Marta 3*,https://tury.ru/hotel/id/796497-russia-yekaterinburg-yo-hostel-at-8-marta-3
Zvezdnyi hotel Yekaterinburg 3*,https://tury.ru/hotel/id/796499-russia-yekaterinburg-zvezdnyi-3
Mini-Otel Petal Lotus,https://tury.ru/hotel/id/1149483-russia-yekaterinburg-mini-otel-petal-lotus
Otel Tatyana,https://tury.ru/hotel/id/1149484-russia-yekaterinburg-otel-tatyana
Zolotoy Lev Otel 3*,https://tury.ru/hotel/id/1149485-russia-yekaterinburg-zolotoy-lev-otel-3
Kottedzh Desyatka,https://tury.ru/hotel/id/1149490-russia-yekaterinburg-kottedzh-desyatka
Kantri-Klub Otel Razdole 3*,https://tury.ru/hotel/id/1149494-russia-yekaterinburg-kantri-klub-otel-razdole-3
Otel Country hotel Forest Glade,https://tury.ru/hotel/id/1149499-russia-yekaterinburg-otel-country-hotel-forest-glade
Otel Siberia on the specific GC,https://tury.ru/hotel/id/1149505-russia-yekaterinburg-otel-siberia-on-the-specific-gc
Park-otel Lesnaya Polyana 2*,https://tury.ru/hotel/id/1149515-russia-yekaterinburg-park-otel-lesnaya-polyana-2
Otel Profeesional,https://tury.ru/hotel/id/1149528-russia-yekaterinburg-otel-profeesional
Vneshservis 2*,https://tury.ru/hotel/id/1149539-russia-yekaterinburg-gostinica-vneshservis-2
Otel Meeting Point,https://tury.ru/hotel/id/1149542-russia-yekaterinburg-otel-meeting-point
URFU mini hotel,https://tury.ru/hotel/id/1149547-russia-yekaterinburg-holidey-hostel-na-lenina
Art Hostel na Krasnoarmeyskoy,https://tury.ru/hotel/id/1149552-russia-yekaterinburg-art-hostel-na-krasnoarmeyskoy
Ametist hostel,https://tury.ru/hotel/id/1149554-russia-yekaterinburg-hostel-good-night-b120
Fonari 2 Hostel,https://tury.ru/hotel/id/1149558-russia-yekaterinburg-fonari-2-hostel
Krasnaya zvezda Hostel,https://tury.ru/hotel/id/1149559-russia-yekaterinburg-krasnaya-zvezda-hostel
Chetyre Komnaty Hostel,https://tury.ru/hotel/id/1149570-russia-yekaterinburg-chetyre-komnaty-hostel
Otel Loff,https://tury.ru/hotel/id/1149571-russia-yekaterinburg-otel-loff
Mini-otel na Popova,https://tury.ru/hotel/id/1149576-russia-yekaterinburg-mini-otel-na-popova
Pazl Hostel,https://tury.ru/hotel/id/1149577-russia-yekaterinburg-pazl-hostel
Layk Hostel,https://tury.ru/hotel/id/1149578-russia-yekaterinburg-layk-hostel
Trans-Siberian Hostel,https://tury.ru/hotel/id/1149583-russia-yekaterinburg-trans-siberian-hostel
Omnomnom Hostel,https://tury.ru/hotel/id/1149597-russia-yekaterinburg-omnomnom-hostel
Art Hostel Gold na Bankovskom,https://tury.ru/hotel/id/1149598-russia-yekaterinburg-art-hostel-na-bankovskom
Mandarin Hostel,https://tury.ru/hotel/id/1149601-russia-yekaterinburg-mandarin-hostel
Otel Vysockiy,https://tury.ru/hotel/id/1149603-russia-yekaterinburg-otel-vysockiy
Holiday Hostel na Ulice Kalinina,https://tury.ru/hotel/id/1149613-russia-yekaterinburg-holiday-hostel-na-ulice-kalinina
Pioner Plaza Hostel,https://tury.ru/hotel/id/1149618-russia-yekaterinburg-pioner-plaza-hostel
Arriva Hostel,https://tury.ru/hotel/id/1149619-russia-yekaterinburg-arriva-hostel
Mini-otel Domovoy,https://tury.ru/hotel/id/1149621-russia-yekaterinburg-mini-otel-domovoy
Villa Bogema,https://tury.ru/hotel/id/1149636-russia-yekaterinburg-villa-bogema
Otel Layt,https://tury.ru/hotel/id/1149660-russia-yekaterinburg-otel-layt
Good Night 66 Hostel,https://tury.ru/hotel/id/1149663-russia-yekaterinburg-good-night-66-hostel
Otel Bazhovskiy,https://tury.ru/hotel/id/1149664-russia-yekaterinburg-otel-bazhovskiy
Na Donbasskoy Hotel,https://tury.ru/hotel/id/1149675-russia-yekaterinburg-na-donbasskoy-hotel
Divs hotel 3*,https://tury.ru/hotel/id/1149676-russia-yekaterinburg-divs-3
Svetlyy Dom,https://tury.ru/hotel/id/1149678-russia-yekaterinburg-gostinica-svetlyy-dom
Akademicheskiy Otel Niotan,https://tury.ru/hotel/id/1149679-russia-yekaterinburg-akademicheskiy-otel-niotan
Malakhit 2000,https://tury.ru/hotel/id/1149680-russia-yekaterinburg-malakhit-2000
Kolosok,https://tury.ru/hotel/id/1149681-russia-yekaterinburg-kolosok
Dynamo hotel,https://tury.ru/hotel/id/1149682-russia-yekaterinburg-dynamo-trans-siberian-railway
Apart - As Hotel Apartments,https://tury.ru/hotel/id/1149702-russia-yekaterinburg-apart---as-hotel-apartments
Zhemchuzhina Guesthouse,https://tury.ru/hotel/id/1149703-russia-yekaterinburg-zhemchuzhina-guesthouse
Ujutnyj Dom 3*,https://tury.ru/hotel/id/1149713-russia-yekaterinburg-ujutnyj-dom-3
Happy House Hostel,https://tury.ru/hotel/id/1149729-russia-yekaterinburg-happy-house-hostel
,https://tury.ru/hotel/id/1149733-russia-yekaterinburg-richmond-hotel-kirovskiy-district-4
Metallurg Yekaterinburg,https://tury.ru/hotel/id/1149999-russia-yekaterinburg-metallurg-yekaterinburg
Gostinyy Dvor hotel,https://tury.ru/hotel/id/1150001-russia-yekaterinburg-gostinyy-dvor
Konnosportivnyy Klub Belaia Loshad,https://tury.ru/hotel/id/1150002-russia-yekaterinburg-konnosportivnyy-klub-belaia-loshad
Talisman Yekaterinburg Sverdlovsk Oblast,https://tury.ru/hotel/id/1150003-russia-yekaterinburg-talisman-yekaterinburg-sverdlovsk-oblast
Southern Hotel,https://tury.ru/hotel/id/1150013-russia-yekaterinburg-southern-hotel
Vysotckiy,https://tury.ru/hotel/id/1150165-russia-yekaterinburg-vysotckiy
Siut,https://tury.ru/hotel/id/1150166-russia-yekaterinburg-siut
Park Otel Sukhoy Log,https://tury.ru/hotel/id/1150167-russia-yekaterinburg-park-otel-sukhoy-log
Country Club at Mount Volciha,https://tury.ru/hotel/id/1150179-russia-yekaterinburg-country-club-at-mount-volciha
Puzzle Yekaterinburg Hostel,https://tury.ru/hotel/id/1150183-russia-yekaterinburg-puzzle-yekaterinburg-hostel
Edelveis Hostel,https://tury.ru/hotel/id/1150200-russia-yekaterinburg-edelveis-hostel
Auto Hostel,https://tury.ru/hotel/id/1150201-russia-yekaterinburg-auto-hostel
Night Hostel,https://tury.ru/hotel/id/1150203-russia-yekaterinburg-night-hostel
Solnechny Bereg Zagorodny Club,https://tury.ru/hotel/id/1150219-russia-yekaterinburg-solnechny-bereg-zagorodny-club
na Pionerov Hostel,https://tury.ru/hotel/id/1150226-russia-yekaterinburg-na-pionerov-hostel
YoungFree Center Hostel,https://tury.ru/hotel/id/1150230-russia-yekaterinburg-youngfree-center-hostel
Mini otely Uyut,https://tury.ru/hotel/id/1150249-russia-yekaterinburg-mini-otely-uyut
Kvartira Popova,https://tury.ru/hotel/id/1150254-russia-yekaterinburg-kvartira-popova
Kvartira Chkalovskiy District Yekaterinburg,https://tury.ru/hotel/id/1150285-russia-yekaterinburg-kvartira-chkalovskiy-district-yekaterinburg
Malyshev 84,https://tury.ru/hotel/id/1150308-russia-yekaterinburg-malyshev-84
Uralochka Hotel,https://tury.ru/hotel/id/1150382-russia-yekaterinburg-uralochka-hotel
Hollywood Hostel Yekaterinburg,https://tury.ru/hotel/id/1150402-russia-yekaterinburg-hollywood-hostel-yekaterinburg
Yin Yang in Complex Moskva,https://tury.ru/hotel/id/1150405-russia-yekaterinburg-yin-yang-in-complex-moskva
Sibirj,https://tury.ru/hotel/id/1150481-russia-yekaterinburg-sibirj
Ti Rouz,https://tury.ru/hotel/id/1150485-russia-yekaterinburg-ti-rouz
Rook Hostel,https://tury.ru/hotel/id/1150490-russia-yekaterinburg-rook-hostel
Khostel Layk,https://tury.ru/hotel/id/1150493-russia-yekaterinburg-khostel-layk
GorodOtel Ekaterinburg hotel,https://tury.ru/hotel/id/1150494-russia-yekaterinburg-gorod-otel-ekaterinburg
ComeOn Hostel,https://tury.ru/hotel/id/1150518-russia-yekaterinburg-comeon-hostel
Vasha Studiya,https://tury.ru/hotel/id/1150526-russia-yekaterinburg-vasha-studiya
Like Yekaterinburg Hostel,https://tury.ru/hotel/id/1150539-russia-yekaterinburg-like-yekaterinburg-hostel
UralHotel Hotel Complex,https://tury.ru/hotel/id/1150540-russia-yekaterinburg-uralhotel-hotel-complex
Megalajt Hotel,https://tury.ru/hotel/id/1150542-russia-yekaterinburg-megalajt-hotel
Avrora Na Pushkina Hostel,https://tury.ru/hotel/id/1150544-russia-yekaterinburg-avrora-na-pushkina-hostel
Avrora Na Kalinina Hostel,https://tury.ru/hotel/id/1150562-russia-yekaterinburg-avrora-na-kalinina-hostel
Rent66,https://tury.ru/hotel/id/1150563-russia-yekaterinburg-rent66
Volna Baza Otdykha,https://tury.ru/hotel/id/1150668-russia-yekaterinburg-volna-baza-otdykha
Olimp Yekaterinburg Hotel,https://tury.ru/hotel/id/1150680-russia-yekaterinburg-olimp-yekaterinburg-hotel
ApartHotel Visotsky,https://tury.ru/hotel/id/1150697-russia-yekaterinburg-aparthotel-visotsky
Sosnovyi Bor,https://tury.ru/hotel/id/1150698-russia-yekaterinburg-sosnovyi-bor
Ussuri hostel,https://tury.ru/hotel/id/2648026684-
"""РџСѓС€РєРёРЅ street"" hostel 3*",https://tury.ru/hotel/id/2648029826-
Не указано,https://tury.ru/hotel/?cn=0&ct=112465&ht=0&ad=2&ch=0&dt_f=2025-02-08&dt_t=2025-04-10&s=0#
Mayak hotel Omsk 3*,https://tury.ru/hotel/id/38111-russia-omsk-mayak-mayak
Irtysh Hotel 3*,https://tury.ru/hotel/id/38125-russia-omsk-irtysh-hotel-3
Avrora hotel Omsk 2*,https://tury.ru/hotel/id/87477-russia-omsk-avrora-the-hotel-complex-omsk
Omsk Hotel,https://tury.ru/hotel/id/87594-russia-omsk-omsk-omsk
Flagman Hotel Omsk 3*,https://tury.ru/hotel/id/87599-russia-omsk-flagman-hotel-omsk-3
Gostinyj Dvor hotel Omsk 3*,https://tury.ru/hotel/id/87604-russia-omsk-gostinyj-dvor-hotel-omsk-3
Turist hotel Omsk,https://tury.ru/hotel/id/87616-russia-omsk-turist
Zagorodnyj Dom hotel,https://tury.ru/hotel/id/87629-russia-omsk-zagorodnyj-dom-hotel
Nika hotel complex Omsk,https://tury.ru/hotel/id/87959-russia-omsk-nika-nika
Lermontov hotel 3*,https://tury.ru/hotel/id/87963-russia-omsk-lermontov-otel-lermontov-otel
Ibis Sibir Omsk Hotel 3*,https://tury.ru/hotel/id/88010-russia-omsk-ibis-sibir-hotel-3
Kamelot Complex,https://tury.ru/hotel/id/88018-russia-omsk-kamelot-kamelot
Molodyozhnaya hotel Omsk 3*,https://tury.ru/hotel/id/88021-russia-omsk-molodezhnaya-molodyozhnaya-3
Shato hotel Omsk,https://tury.ru/hotel/id/88031-russia-omsk-shato-hotel-omsk
Polet hotel Omsk,https://tury.ru/hotel/id/272810-russia-omsk-polet
Jar-Ptica recreation center,https://tury.ru/hotel/id/516744-russia-omsk-jar-ptica-recreation-center
41 Hotel 3*,https://tury.ru/hotel/id/802602-russia-omsk-hotel-41-2
Grezy Hotel 3*,https://tury.ru/hotel/id/802605-russia-omsk-grezy-hotel-3
Komplex Nika 2*,https://tury.ru/hotel/id/802607-russia-omsk-komplex-nika-2
Malibu Hotel 3*,https://tury.ru/hotel/id/802609-russia-omsk-malibu-hotel-3
Ognennaya Loshad Hotel 4*,https://tury.ru/hotel/id/802610-russia-omsk-hotel-ognennaya-loshad-4
La Mezon Hotel 3*,https://tury.ru/hotel/id/802611-russia-omsk-la-mezon-hotel-3
Podkova Omsk 3*,https://tury.ru/hotel/id/802612-russia-omsk-podkova-omsk-3
Zhar-Ptitsa 3*,https://tury.ru/hotel/id/802613-russia-omsk-zhar-ptitsa-3
Aero Hotel Omsk 3*,https://tury.ru/hotel/id/802614-russia-omsk-aero-hotel-3
Amaks Omsk Hotel 4*,https://tury.ru/hotel/id/802622-russia-omsk-amaks-omsk-hotel-4
Brick Walls Hotel 3*,https://tury.ru/hotel/id/802658-russia-omsk-brick-walls-hotel-3
Den I Noch Hotel 3*,https://tury.ru/hotel/id/802660-russia-omsk-den-i-noch-hotel-3
Four Rooms hotel 3*,https://tury.ru/hotel/id/802661-russia-omsk-four-rooms-3
Akademiya Uyuta Guest House 3*,https://tury.ru/hotel/id/802662-russia-omsk-guest-house-akademiya-uyuta-3
on Severnaya Guest House 4*,https://tury.ru/hotel/id/802663-russia-omsk-guest-house-on-severnaya-4
Agat Hostel Omsk 3*,https://tury.ru/hotel/id/802664-russia-omsk-hostel-agat-3
Central Hostel 3*,https://tury.ru/hotel/id/802665-russia-omsk-hostel-central-3
Omsk Hostel 3*,https://tury.ru/hotel/id/802666-russia-omsk-hostel-omsk-3
