Name,Link
Burevestnik hotel Repino 2*,https://tury.ru/hotel/id/93915-russia-repino-spb-burevestnik-hotel-repino-2
Baltiets boarding house 3*,https://tury.ru/hotel/id/93916-russia-kurortnyy-rayon-spb-baltiets-boarding-house
Planeta hotel,https://tury.ru/hotel/id/94144-russia-st-petersburg-planeta-planeta
Art-House Guest House 3*,https://tury.ru/hotel/id/94646-russia-st-petersburg-art-house-mini-hotel
SpbHostel,https://tury.ru/hotel/id/95163-russia-st-petersburg-spbhostel
Brigantina the hotel Academy Volleyball,https://tury.ru/hotel/id/95167-russia-st-petersburg-brigantina-the-hotel-academy-volleyball
Izmajlovskaya hotel,https://tury.ru/hotel/id/95169-russia-st-petersburg-izmaylovskaya-izmajlovskaya
Na Sapernom mini hotel,https://tury.ru/hotel/id/95957-russia-st-petersburg-na-sapernom-na-sapernom-eh-preobrazhenskaya
Comfitel U Ermitazha hotel 3*,https://tury.ru/hotel/id/96388-russia-st-petersburg-comfitel-u-ermitazha-hotel-3
"Oktyabrskaya hotel, St. Petersburg, Ligovsky prospect, 10 4*",https://tury.ru/hotel/id/96838-russia-st-petersburg-oktyabrskaya-korpus-oktyabrskiy-oktyabrskaya-4
Radisson Sonya Hotel 4*,https://tury.ru/hotel/id/96839-russia-st-petersburg-radisson-sonya-hotel-4
Cronwell Inn Stremyannaya hotel 4*,https://tury.ru/hotel/id/97051-russia-st-petersburg-cronwell-inn-stremyannaya-hotel-3
Graffiti hostel,https://tury.ru/hotel/id/97678-russia-st-petersburg-graffiti-hostel
Arina R mini hotel Saint-Petersburg,https://tury.ru/hotel/id/97693-russia-st-petersburg-arina-r-mini-hotel-saint-petersburg
Pekinskij Sad hotel 3*,https://tury.ru/hotel/id/98363-russia-st-petersburg-pekinskiy-sad-pekinskij-sad-3
Ligovskij 44 hotel 3*,https://tury.ru/hotel/id/98364-russia-st-petersburg-ligovskiy-44-ligovskij-44-3
Park Inn by Radisson Nevsky 4*,https://tury.ru/hotel/id/98366-russia-st-petersburg-park-inn-nevsky-hotel-4
Kapital hotel,https://tury.ru/hotel/id/98640-russia-st-petersburg-kapital-hotel
Moskovskij 6 hostel,https://tury.ru/hotel/id/98647-russia-st-petersburg-moskovskiy-6-moskovskij-6
Maribelle Mini Hotel 3*,https://tury.ru/hotel/id/98711-russia-st-petersburg-meribel-maribelle
Severnaya Rivera sanatorium 3*,https://tury.ru/hotel/id/99677-russia-zelenogorsk-gorod-severnaya-rivera
Hermes Park Hotel Saint-Petersburg 4*,https://tury.ru/hotel/id/99986-russia-st-petersburg-germes-park-hotel-saint-petersburg
Bridge Town mini hotel,https://tury.ru/hotel/id/100248-russia-st-petersburg-bridge-town-mini-hotel
Sweet mini hotel 1*,https://tury.ru/hotel/id/100250-russia-st-petersburg-sweet-mini-hotel
Bereg mini hotel St.Petersburg,https://tury.ru/hotel/id/100255-russia-st-petersburg-bereg-mini-hotel-st-petersburg
Aliot hotel 3*,https://tury.ru/hotel/id/100280-russia-st-petersburg-aliot-hotel-3
M-hotel St. Petersburg 3*,https://tury.ru/hotel/id/100281-russia-st-petersburg-m-otel-m-otel-3
TOAZ hotel 3*,https://tury.ru/hotel/id/100282-russia-st-petersburg-toaz-toaz-3
Rinaldi u Letnego sada hotel 3*,https://tury.ru/hotel/id/100360-russia-st-petersburg-rinaldi-u-letnego-sada-hotel-3
Comfort na Chehova mini hotel 3*,https://tury.ru/hotel/id/100651-russia-st-petersburg-comfort-na-chehova-mini-hotel
Planeta Piter hostel 5*,https://tury.ru/hotel/id/101241-russia-st-petersburg-planeta-piter
A Liva mini hotel,https://tury.ru/hotel/id/101267-russia-st-petersburg-a-liva-mini-hotel
Turist Hotel 3*,https://tury.ru/hotel/id/101464-russia-st-petersburg-turist-hotel-3
Aston hotel St.Petersburg 4*,https://tury.ru/hotel/id/101479-russia-st-petersburg-aston-hotel-st-petersburg-4
Posadskii Dvor mini hotel 4*,https://tury.ru/hotel/id/103115-russia-st-petersburg-posadskiy-dvor
Esplanada hotel 2*,https://tury.ru/hotel/id/103926-russia-st-petersburg-esplanada-hotel-2
Izhora hotel 5*,https://tury.ru/hotel/id/104507-russia-st-petersburg-izhora-hotel
Staryi Zamok health complex 3*,https://tury.ru/hotel/id/104992-russia-pushkin-gorod-staryy-zamok
Park Hotel,https://tury.ru/hotel/id/106116-russia-st-petersburg-otel-park-hotel-park
Staraya Melnitsa complex,https://tury.ru/hotel/id/106542-russia-st-petersburg-staraya-melnica-staraya-melnitsa
Dom Benua hotel,https://tury.ru/hotel/id/106804-russia-st-petersburg-dom-benua-hotel
Retour motel,https://tury.ru/hotel/id/106848-russia-st-petersburg-retur-retour
Vostok-6 holiday house,https://tury.ru/hotel/id/107337-russia-smolyachkovo-vostok-6-holiday-house
Rinaldi na Petrogradskoj mini hotel 3*,https://tury.ru/hotel/id/107490-russia-st-petersburg-rinaldi-na-petrogradskoj-mini-hotel
Rinaldi u Petropavlovskoj mini hotel 2*,https://tury.ru/hotel/id/107491-russia-st-petersburg-rinaldi-u-petropavlovskoj-mini-hotel
Rinaldi na Vasiljevskom mini hotel 3*,https://tury.ru/hotel/id/107492-russia-st-petersburg-rinaldi-na-vasiljevskom-mini-hotel
Smolninskaya Hotel 4*,https://tury.ru/hotel/id/108390-russia-st-petersburg-smolninskaya-smolninskaya-4
Alena hotel Saint Petersburg,https://tury.ru/hotel/id/108595-russia-st-petersburg-alena-hotel-saint-petersburg
Kronverqsqaia Hotel,https://tury.ru/hotel/id/108624-russia-st-petersburg-kronverkskaya
Rahmaninov hotel 3*,https://tury.ru/hotel/id/126244-russia-st-petersburg-rahmaninov-hotel
All Seasons hostel 4*,https://tury.ru/hotel/id/126897-russia-st-petersburg-all-seasons-hostel
Niva-SV hotel 3*,https://tury.ru/hotel/id/126899-russia-st-petersburg-niva-sv
White Nights Medical Spa St. Petersburg 5*,https://tury.ru/hotel/id/133033-russia-sestroreck-gorod-belye-nochi-health-resort-st-petersburg
Petrodvorec sanatorium,https://tury.ru/hotel/id/133037-russia-st-petersburg-petrodvorec
Kasablanka country clab,https://tury.ru/hotel/id/134122-russia-repino-spb-kasablanka
Terijoki country club 4*,https://tury.ru/hotel/id/134125-russia-zelenogorsk-gorod-teriyoki
Chernaya Rechka sanatorium,https://tury.ru/hotel/id/151587-russia-molodezhnoe-chernaya-rechka-sanatorium
Piterskii Dvorik hostel,https://tury.ru/hotel/id/154482-russia-st-petersburg-piterskiy-dvorik
Layner tourist complex,https://tury.ru/hotel/id/272601-russia-komarovo-layner
Domik u prichala hotel 3*,https://tury.ru/hotel/id/272706-russia-lomonosov-gorod-domik-u-prichala-hotel-3
Grand Peterhof Spa Hotel 4*,https://tury.ru/hotel/id/272851-russia-petergof-gorod-grand-peterhof-spa-hotel-4
New Peterhof Hotel 4*,https://tury.ru/hotel/id/272852-russia-petergof-gorod-novyy-petergof-4
Pushkin park hotel,https://tury.ru/hotel/id/272872-russia-st-petersburg-pushkin-park
Voyage hotel,https://tury.ru/hotel/id/272879-russia-st-petersburg-voyage-hotel
Friedental mini hotel 3*,https://tury.ru/hotel/id/272880-russia-pushkin-gorod-friedental-mini-hotel
Katharina Hof Hotel 3*,https://tury.ru/hotel/id/272881-russia-pushkin-gorod-katharina-hof-hotel-3
Potemkin Park Hotel 3*,https://tury.ru/hotel/id/272882-russia-pushkin-gorod-potemkin
ForRestMix country club,https://tury.ru/hotel/id/272896-russia-repino-spb-forrestmix-country-club
Kempinski Hotel Moika 22 5*,https://tury.ru/hotel/id/272960-russia-st-petersburg-kempinski-hotel-moika-22-5
Taleon Imperial Hotel 5*,https://tury.ru/hotel/id/272963-russia-st-petersburg-talion-imperial-otel-5
W St.Petersburg hotel 5*,https://tury.ru/hotel/id/272964-russia-st-petersburg-w-st-petersburg-hotel-5
Courtyard by Marriott St. Petersburg Pushkin hotel 4*,https://tury.ru/hotel/id/272970-russia-st-petersburg-courtyard-st-petersburg-center-west-pushkin-hotel-4
Crowne Plaza St. Petersburg-Ligovsky hotel 4*,https://tury.ru/hotel/id/272971-russia-st-petersburg-crowne-plaza-st-petersburg-ligovsky-hotel-4
Crowne Plaza St.Petersburg Airport hotel 4*,https://tury.ru/hotel/id/272972-russia-st-petersburg-crowne-plaza-st-petersburg-airport-hotel-4
Egoist mini hotel Saint-Petersburg 4*,https://tury.ru/hotel/id/272973-russia-st-petersburg-egoist-mini-hotel-saint-petersburg
Martin Hotel 4*,https://tury.ru/hotel/id/272984-russia-st-petersburg-martin-4
Premiera hotel St. Petersburg 4*,https://tury.ru/hotel/id/272995-russia-st-petersburg-premiera-hotel-st-petersburg
Roses mini hotel,https://tury.ru/hotel/id/272997-russia-st-petersburg-roses-mini-hotel
Rossi Hotel and SPA 4*,https://tury.ru/hotel/id/272998-russia-st-petersburg-rossi-hotel-and-spa-4
Royal Antares hotel 4*,https://tury.ru/hotel/id/272999-russia-st-petersburg-royal-antares-4
Staybridge Suites St. Petersburg hotel 4*,https://tury.ru/hotel/id/273003-russia-st-petersburg-staybridge-suites-st-petersburg-hotel-4
Traditsiya hotel,https://tury.ru/hotel/id/273004-russia-st-petersburg-traditsiya-hotel
Altburg on Grecheskom hotel 3*,https://tury.ru/hotel/id/273019-russia-st-petersburg-altburg-on-grecheskom-hotel-3
Altburg on Vasilyevsky hotel 3*,https://tury.ru/hotel/id/273020-russia-st-petersburg-altburg-on-vasilyevsky-hotel-3
Amulet on Malaya Morskaya mini hotel 3*,https://tury.ru/hotel/id/273024-russia-st-petersburg-amulet-on-malaya-morskaya-mini-hotel
Amulet on Bolshoy prospect mini hotel 4*,https://tury.ru/hotel/id/273025-russia-st-petersburg-amulet-on-bolshoy-prospect-mini-hotel
Anturage hotel Saint Petersburg 3*,https://tury.ru/hotel/id/273030-russia-st-petersburg-anturage-hotel-saint-petersburg-3
Forte Inn hotel 3*,https://tury.ru/hotel/id/273036-russia-st-petersburg-forte-inn-hotel-3
ATMOSPHERA na Bolshom 3 mini-hotel 3*,https://tury.ru/hotel/id/273037-russia-st-petersburg-atmosphera-na-bolshom-3-mini-hotel
ATMOSPHERA na Bolshom 32 mini hotel,https://tury.ru/hotel/id/273038-russia-st-petersburg-atmosphera-na-bolshom-32-mini-hotel
ATMOSPHERA na Bolshom 70 mini hotel,https://tury.ru/hotel/id/273039-russia-st-petersburg-atmosphera-na-bolshom-70-mini-hotel
ATMOSPHERA na Kamennoostrovskom 43 mini hotel 2*,https://tury.ru/hotel/id/273040-russia-st-petersburg-atmosphera-na-kamennoostrovskom-43-mini-hotel
ATMOSPHERA na Marata 10 mini-hotel 2*,https://tury.ru/hotel/id/273041-russia-st-petersburg-atmosphera-na-marata-10-mini-hotel
ATMOSPHERA na Nevskom 132 mini hotel 3*,https://tury.ru/hotel/id/273042-russia-st-petersburg-atmosphera-na-nevskom-132-mini-hotel
ATMOSPHERA na Nevskom 163 mini hotel,https://tury.ru/hotel/id/273043-russia-st-petersburg-atmosphera-na-nevskom-163-mini-hotel
ATMOSPHERA na Spasskom 11 mini hotel 4*,https://tury.ru/hotel/id/273044-russia-st-petersburg-atmosphera-na-spasskom-11-mini-hotel
Atmosphere-style mini hotel,https://tury.ru/hotel/id/273045-russia-st-petersburg-atmosphere-style-mini-hotel
Ave Caesar at Bolshaya Konyushennaya 3*,https://tury.ru/hotel/id/273048-russia-st-petersburg-ave-caesar-at-bolshaya-konyushennaya
Ave Caesar on Pushkinskaya mini-hotel 3*,https://tury.ru/hotel/id/273049-russia-st-petersburg-ave-caesar-on-pushkinskaya-mini-hotel
Kolumb hotel,https://tury.ru/hotel/id/273061-russia-st-petersburg-kolumb-hotel
Deluxe hotel 3*,https://tury.ru/hotel/id/273068-russia-st-petersburg-deluxe-hotel-3
Dom Vyazemskoi mini hotel 3*,https://tury.ru/hotel/id/273070-russia-st-petersburg-dom-vyazemskoi-mini-hotel
Filippov na Nevskiy hotel 3*,https://tury.ru/hotel/id/273076-russia-st-petersburg-filippov-na-nevskiy-hotel
Zolotoi lev mini hotel,https://tury.ru/hotel/id/273079-russia-st-petersburg-zolotoi-lev-mini-hotel
Green Apple mini hotel 3*,https://tury.ru/hotel/id/273080-russia-st-petersburg-green-apple-mini-hotel
Iskra mini hotel St. Petersburg 3*,https://tury.ru/hotel/id/273087-russia-st-petersburg-iskra-mini-hotel-st-petersburg
Katyusha guest house 3*,https://tury.ru/hotel/id/273091-russia-st-petersburg-katyusha
Le Vashoff hotel 3*,https://tury.ru/hotel/id/273097-russia-st-petersburg-le-vashoff-hotel-3
Magiya Peterburga Mini Hotel,https://tury.ru/hotel/id/273102-russia-st-petersburg-magiya-peterburga
Mark Inn hotel 3*,https://tury.ru/hotel/id/273103-russia-st-petersburg-mark-inn-3
Marshal Hotel 3*,https://tury.ru/hotel/id/273104-russia-st-petersburg-marshal
MDK Hotel 3*,https://tury.ru/hotel/id/273106-russia-st-petersburg-mdk
Nevsky 3 Guest House 3*,https://tury.ru/hotel/id/273109-russia-st-petersburg-nevskiy-3
Nevsky Contour Hotel 3*,https://tury.ru/hotel/id/273112-russia-st-petersburg-nevsky-contour-hotel-3
Severnyi Svet mini hotel 3*,https://tury.ru/hotel/id/273118-russia-st-petersburg-severnyy-svet
Ofizersky Poludomik 3*,https://tury.ru/hotel/id/273123-russia-st-petersburg-oficerskiy-poludomik
Zhemchuzhina mini hotel Saint Petersburg,https://tury.ru/hotel/id/273129-russia-st-petersburg-zhemchuzhina-mini-hotel-saint-petersburg
Peterville mini hotel,https://tury.ru/hotel/id/273130-russia-st-petersburg-peterville-mini-hotel
Petrovskii Dvor mini hotel 3*,https://tury.ru/hotel/id/273132-russia-st-petersburg-petrovskiy-dvor
Polikoff Mini Hotel,https://tury.ru/hotel/id/273135-russia-st-petersburg-polikoff
Prestige mini hotel St.Petersburg 4*,https://tury.ru/hotel/id/273138-russia-st-petersburg-prestige-mini-hotel-st-petersburg
Prestizh na Vasilevskom mini hotel,https://tury.ru/hotel/id/273139-russia-st-petersburg-prestizh-na-vasilevskom
Pushkinskaya 10 mini hotel,https://tury.ru/hotel/id/273142-russia-st-petersburg-pushkinskaya-10
RA Tambovskaya 11 hotel,https://tury.ru/hotel/id/273143-russia-st-petersburg-ra-tambovskaya-11
Red Stars Hotel 4*,https://tury.ru/hotel/id/273144-russia-st-petersburg-red-stars-hotel-3
Rinaldi Art hotel 3*,https://tury.ru/hotel/id/273149-russia-st-petersburg-rinaldi-art-hotel-3
Rinaldi at Grechesky Prospect hotel 3*,https://tury.ru/hotel/id/273151-russia-st-petersburg-rinaldi-at-grechesky-prospect-hotel-3
Rinaldi at Moscovsky prospect 18 hotel 3*,https://tury.ru/hotel/id/273152-russia-st-petersburg-rinaldi-at-moscovsky-prospect-18-hotel-3
Rinaldi Poetic hotel 3*,https://tury.ru/hotel/id/273159-russia-st-petersburg-rinaldi-poetic-hotel-3
Rinaldi Premier hotel 3*,https://tury.ru/hotel/id/273160-russia-st-petersburg-rinaldi-premier-hotel-3
Rubinshteina 5 mini hotel 3*,https://tury.ru/hotel/id/273162-russia-st-petersburg-rubinshteyna-5
Severnyi Modern hotel,https://tury.ru/hotel/id/273165-russia-st-petersburg-severnyy-modern
Na Konnoy Hotel,https://tury.ru/hotel/id/273166-russia-st-petersburg-na-konnoy
Shuvaloff mini hotel Pargolovo,https://tury.ru/hotel/id/273168-russia-st-petersburg-shuvaloff-mini-hotel-pargolovo
Serebryanyj vek mini hotel,https://tury.ru/hotel/id/273169-russia-st-petersburg-serebryanyj-vek-mini-hotel
SpbVergaz Hotel 3*,https://tury.ru/hotel/id/273174-russia-st-petersburg-spbvergaz-3
Statskii Sovetnik mini hotel 3*,https://tury.ru/hotel/id/273177-russia-st-petersburg-statskiy-sovetnik
Vasilevsky Ostrov mini hotel 3*,https://tury.ru/hotel/id/273188-russia-st-petersburg-vasilevsky-ostrov-mini-hotel
Vernisage Hotel 3*,https://tury.ru/hotel/id/273190-russia-st-petersburg-vernisage-hotel-3
Vintage hotel Saint Petersburg 3*,https://tury.ru/hotel/id/273192-russia-st-petersburg-vintage-hotel-saint-petersburg-3
Dvory Capelly Hotel,https://tury.ru/hotel/id/273194-russia-st-petersburg-dvory-kapelly
Acme on Sadovoi 11 hostel,https://tury.ru/hotel/id/273196-russia-st-petersburg-acme-on-sadovoi-11-hostel
Admiral Kolchak mini-hotel,https://tury.ru/hotel/id/273198-russia-st-petersburg-admiral-kolchak-mini-hotel
Iskra hotel St. Petersburg 2*,https://tury.ru/hotel/id/273201-russia-st-petersburg-iskra-hotel-st-petersburg-2
Labirint hostel,https://tury.ru/hotel/id/273202-russia-st-petersburg-labirint
Perspektiva mini hotel,https://tury.ru/hotel/id/273204-russia-st-petersburg-pershpektiva
Prima Sport hostel 3*,https://tury.ru/hotel/id/273206-russia-st-petersburg-prima-sport
Isaakievskii mini hotel 2*,https://tury.ru/hotel/id/273209-russia-st-petersburg-isaakievskiy
Welcome Female Hostel,https://tury.ru/hotel/id/273210-russia-st-petersburg-welcome-female-hostel
Welcome Hostel,https://tury.ru/hotel/id/273211-russia-st-petersburg-welcome-hostel
Vellbin mini hotel,https://tury.ru/hotel/id/273212-russia-st-petersburg-vellbin-mini-hotel
Dom Perzova Hotel 4*,https://tury.ru/hotel/id/273214-russia-st-petersburg-dom-percova
5 vecherov na Kamennoostrovskom mini hotel,https://tury.ru/hotel/id/273215-russia-st-petersburg-5-vecherov-na-kamennoostrovskom-mini-hotel
Activ Hostel 1*,https://tury.ru/hotel/id/273219-russia-st-petersburg-activ-hostel
Airport hotel St. Petersburg,https://tury.ru/hotel/id/273220-russia-st-petersburg-airport-hotel-st-petersburg
Akdeniz hostel,https://tury.ru/hotel/id/273221-russia-st-petersburg-akdeniz-hostel
Amitie mini hotel,https://tury.ru/hotel/id/273224-russia-st-petersburg-amitie-mini-hotel
Aprel mini hotel 2*,https://tury.ru/hotel/id/273229-russia-st-petersburg-aprel-mini-hotel
U Lvinogo mosta mini hotel,https://tury.ru/hotel/id/273231-russia-st-petersburg-u-lvinogo-mosta-mini-hotel
Avantage hostel,https://tury.ru/hotel/id/273232-russia-st-petersburg-avantage-hostel
Ave Caesar at Nevsky mini-hotel,https://tury.ru/hotel/id/273233-russia-st-petersburg-ave-caesar-at-nevsky-mini-hotel
B&B Petrogradskiy hostel,https://tury.ru/hotel/id/273236-russia-st-petersburg-b-amp-b-petrogradskiy-hostel
Babushka House mini hotel,https://tury.ru/hotel/id/273237-russia-st-petersburg-babushka-house-mini-hotel
Baby Lemonade hostel,https://tury.ru/hotel/id/273238-russia-st-petersburg-baby-lemonade-hostel
Baryshkoff mini hotel,https://tury.ru/hotel/id/273239-russia-st-petersburg-baryshkoff-mini-hotel
BEDANDBIKE HOSTEL,https://tury.ru/hotel/id/273240-russia-st-petersburg-bedandbike-hostel
Bliss hostel St. Petersburg 3*,https://tury.ru/hotel/id/273243-russia-st-petersburg-bliss-hostel-st-petersburg
Bolshoy 19 mini hotel 1*,https://tury.ru/hotel/id/273244-russia-st-petersburg-bolshoy-19-mini-hotel
Canny House mini hotel,https://tury.ru/hotel/id/273246-russia-st-petersburg-canny-house-mini-hotel
Center Hostel na Rubinsteina 3*,https://tury.ru/hotel/id/273248-russia-st-petersburg-center-hostel-na-rubinsteina
Cuba hostel,https://tury.ru/hotel/id/273251-russia-st-petersburg-cuba-hostel
Demetra Art hotel 4*,https://tury.ru/hotel/id/273252-russia-st-petersburg-demetra-art-hotel-4
Diva hostel,https://tury.ru/hotel/id/273253-russia-st-petersburg-diva-hostel
El Rooms mini hotel,https://tury.ru/hotel/id/273254-russia-st-petersburg-el-rooms-mini-hotel
First hostel,https://tury.ru/hotel/id/273255-russia-st-petersburg-first-hostel
Fredericks mini hotel,https://tury.ru/hotel/id/273256-russia-st-petersburg-fredericks-mini-hotel
Gorokhovaya 46 mini hotel,https://tury.ru/hotel/id/273257-russia-st-petersburg-gorokhovaya-46-mini-hotel
Grand Mark mini hotel,https://tury.ru/hotel/id/273259-russia-st-petersburg-grand-mark-mini-hotel
on Marata Guest House,https://tury.ru/hotel/id/273261-russia-st-petersburg-guest-house-on-marata
Happy Place hostel,https://tury.ru/hotel/id/273262-russia-st-petersburg-happy-place-hostel
365 Spb Hostel,https://tury.ru/hotel/id/273263-russia-st-petersburg-365-spb-hostel
Grecheskii 15 hostel,https://tury.ru/hotel/id/273264-russia-st-petersburg-grecheskii-15-hostel
Life Hostel St. Petersburg,https://tury.ru/hotel/id/273266-russia-st-petersburg-life-hostel-st-petersburg
Sonett u Nevy hostel,https://tury.ru/hotel/id/273267-russia-st-petersburg-sonett-u-nevy
Sonnet Regata hostel,https://tury.ru/hotel/id/273268-russia-st-petersburg-sonett-regata
Korona guest house St.Petersburg,https://tury.ru/hotel/id/273270-russia-st-petersburg-korona-guest-house-st-petersburg
Kot Matroskinn na Orlovskom hostel,https://tury.ru/hotel/id/273271-russia-st-petersburg-kot-matroskinn-na-orlovskom-hostel
Lanselot Mini Hotel 2*,https://tury.ru/hotel/id/273272-russia-st-petersburg-lanselot
Ligovskii Dvorik mini hotel,https://tury.ru/hotel/id/273273-russia-st-petersburg-ligovskiy-dvorik
Lime hostel Saint-Petersburg,https://tury.ru/hotel/id/273274-russia-st-petersburg-lime-hostel-saint-petersburg
Olimp Mini Hotel Saint Petersburg,https://tury.ru/hotel/id/273275-russia-st-petersburg-olimp
Melanzh Mini-Hotel,https://tury.ru/hotel/id/273278-russia-st-petersburg-melanzh
Metrotur hostel,https://tury.ru/hotel/id/273279-russia-st-petersburg-metrotur
Osobnyak Voennogo Ministra 2*,https://tury.ru/hotel/id/273280-russia-st-petersburg-osobnyak-voennogo-ministra
Kvartira 5 mini hotel 2*,https://tury.ru/hotel/id/273283-russia-st-petersburg-kvartira-5
Sonnet mini hotel,https://tury.ru/hotel/id/273285-russia-st-petersburg-sonett
Mir hostel,https://tury.ru/hotel/id/273286-russia-st-petersburg-mir
Missis Hadson hotel,https://tury.ru/hotel/id/273287-russia-st-petersburg-missis-hadson
Na Muchnom hotel,https://tury.ru/hotel/id/273288-russia-st-petersburg-na-muchnom-hotel
Nevskiy 98 Mini Hotel,https://tury.ru/hotel/id/273291-russia-st-petersburg-nevskiy-98
Nevskii 74 mini hotel,https://tury.ru/hotel/id/273294-russia-st-petersburg-nevskiy-74
Nevsky Inn-1 mini hotel,https://tury.ru/hotel/id/273297-russia-st-petersburg-nevsky-inn-1-mini-hotel
Nord House mini hotel,https://tury.ru/hotel/id/273299-russia-st-petersburg-nord-house-mini-hotel
Staryi Peterburg hostel,https://tury.ru/hotel/id/273302-russia-st-petersburg-staryy-peterburg
Online Hostel,https://tury.ru/hotel/id/273303-russia-st-petersburg-online-hostel
Ostrovok 3*,https://tury.ru/hotel/id/273305-russia-st-petersburg-ostrovok
Leto hotel,https://tury.ru/hotel/id/273306-russia-st-petersburg-leto
Party Train hostel,https://tury.ru/hotel/id/273307-russia-st-petersburg-party-train-hostel
Prtrovskaya Pristan hotel,https://tury.ru/hotel/id/273309-russia-st-petersburg-petrovskaya-pristan
Piterskaya hotel,https://tury.ru/hotel/id/273312-russia-st-petersburg-piterskaya
RA Hotel Kuznechnyi 19 3*,https://tury.ru/hotel/id/273315-russia-st-petersburg-ra-kuznechnyy-19
RA Ligovskii 87 hotel,https://tury.ru/hotel/id/273316-russia-st-petersburg-ra-ligovskiy-87
RA Nevskii 102,https://tury.ru/hotel/id/273317-russia-st-petersburg-ra-nevskiy-102
RA Nevskii 44 hotel,https://tury.ru/hotel/id/273318-russia-st-petersburg-ra-nevskiy-44
Randhouse Morskaya hotel,https://tury.ru/hotel/id/273319-russia-st-petersburg-randhouse-morskaya-hotel
Raznochinnyi Peterburg hostel,https://tury.ru/hotel/id/273320-russia-st-petersburg-raznochinnyy-peterburg
Russkie Vityazi mini hotel,https://tury.ru/hotel/id/273321-russia-st-petersburg-russkie-vityazi
Samsonov mini hotel u Ermitazha,https://tury.ru/hotel/id/273322-russia-st-petersburg-samsonov-otel-u-ermitazha
Samsonov mini hotel na Goncharnoi,https://tury.ru/hotel/id/273323-russia-st-petersburg-samsonov-otel-na-goncharnoy
Samsonov mini hotel Adazhio na Nevskom,https://tury.ru/hotel/id/273324-russia-st-petersburg-samsonov-otel-adazhio-na-nevskom
Solo na Yakubovicha mini hotel,https://tury.ru/hotel/id/273326-russia-st-petersburg-solo-na-yakubovicha
StayOK hostel,https://tury.ru/hotel/id/273329-russia-st-petersburg-stayok-hostel
Sunny Hostel,https://tury.ru/hotel/id/273330-russia-st-petersburg-sunny-hostel
SSHostel - Na Nekrasova 8 - CLOSED,https://tury.ru/hotel/id/273331-russia-st-petersburg-sshostel---na-nekrasova-8---closed
SSHostel - Nevsky 130,https://tury.ru/hotel/id/273332-russia-st-petersburg-sshostel---nevsky-130
Super Hostel On Pushkinskaya 14,https://tury.ru/hotel/id/273333-russia-st-petersburg-super-hostel---pushkinskaya-14
Swiss Hostel 1*,https://tury.ru/hotel/id/273334-russia-st-petersburg-swiss-hostel
Taburet na Mayakovskoi hostel,https://tury.ru/hotel/id/273335-russia-st-petersburg-taburet-na-mayakovskoy
Tolstoi hostel,https://tury.ru/hotel/id/273337-russia-st-petersburg-tolstoy
Veronika hotel St. Petersburg,https://tury.ru/hotel/id/273340-russia-st-petersburg-veronika-hotel-st-petersburg
V gostah Bubera guest house,https://tury.ru/hotel/id/273341-russia-st-petersburg-v-gostah-bubera-guest-house
Vladimirskii 2 mini hotel,https://tury.ru/hotel/id/273342-russia-st-petersburg-vladimirskii-2-mini-hotel
Vladimir 1 hotel,https://tury.ru/hotel/id/273343-russia-st-petersburg-vladimir-1-hotel
Yes hostel,https://tury.ru/hotel/id/273344-russia-st-petersburg-yes-hostel
Ulana na Furshtatskoi mini hotel,https://tury.ru/hotel/id/273346-russia-st-petersburg-ulana-na-furshtatskoi-mini-hotel
Ulana na Nevskom mini hotel,https://tury.ru/hotel/id/273347-russia-st-petersburg-ulana-na-nevskom-mini-hotel
Ulana na Orlovskom mini hotel,https://tury.ru/hotel/id/273348-russia-st-petersburg-ulana-na-orlovskom-mini-hotel
Zapovednik mini hotel,https://tury.ru/hotel/id/273349-russia-st-petersburg-zapovednik-mini-hotel
Nessi Hotel 4*,https://tury.ru/hotel/id/273367-russia-sestroreck-gorod-nessi-4
Skandinaviya hotel 4*,https://tury.ru/hotel/id/273368-russia-sestroreck-gorod-skandinaviya-4
Veksel mini hotel,https://tury.ru/hotel/id/275047-russia-st-petersburg-veksel-mini-hotel
Не указано,https://tury.ru/hotel/?cn=0&ct=332855&ht=0&ad=2&ch=0&dt_f=2025-02-08&dt_t=2025-04-10&s=0#
Atrium Palace Hotel 5*,https://tury.ru/hotel/id/78280-russia-ekaterinburg-municipalnoe-obrazovanie-atrium-palace-hotel-5
Visavi the entertainment complex of Ekaterinburg,https://tury.ru/hotel/id/78297-russia-yekaterinburg-visavi-the-entertainment-complex-of-ekaterinburg
Grand Avenue Hotel 3*,https://tury.ru/hotel/id/79967-russia-ekaterinburg-municipalnoe-obrazovanie-grand-avenyu-hotel-3
AVS Hotel 2*,https://tury.ru/hotel/id/80023-russia-ekaterinburg-municipalnoe-obrazovanie-avs-hotel-2
Antey hotel Ekaterinburg 3*,https://tury.ru/hotel/id/80052-russia-ekaterinburg-municipalnoe-obrazovanie-antey-hotel-ekaterinburg-3
Onezhsky Hotel 3*,https://tury.ru/hotel/id/80059-russia-ekaterinburg-municipalnoe-obrazovanie-onezhskiy-onejskiy
Atlaza City Rezidens hotel 4*,https://tury.ru/hotel/id/272397-russia-ekaterinburg-municipalnoe-obrazovanie-atlaza-city-rezidens-hotel-4
Richmond Hotel 4*,https://tury.ru/hotel/id/272406-russia-yekaterinburg-richmond-4
